IBM-rf,Mkt-rf,HML,SMB
0.115265375,0.135800000,0.080600000,0.109300000
0.146887905,0.054100000,-0.045200000,0.002300000
-0.043499625,0.026100000,0.025400000,0.037400000
0.011225000,0.042100000,-0.012300000,-0.005100000
0.026369231,0.050700000,-0.042600000,0.039100000
-0.032085075,0.047400000,0.013200000,0.007700000
-0.095011132,-0.065200000,0.016600000,0.026800000
-0.015348523,-0.028400000,-0.008300000,-0.032300000
0.005360981,-0.043300000,0.004400000,-0.000600000
0.120982278,0.050300000,0.003000000,-0.040400000
0.070806367,0.027100000,0.020600000,-0.012000000
-0.013510801,-0.015800000,0.017600000,-0.008000000
0.144684886,0.121300000,0.085500000,0.047600000
-0.004929052,0.003900000,0.058400000,0.069700000
0.020502297,0.022800000,-0.001500000,-0.011900000
-0.037084903,-0.014600000,-0.000500000,-0.000400000
0.016392736,-0.013100000,-0.013300000,-0.012200000
0.074487879,0.040200000,0.007600000,-0.013400000
-0.021553933,-0.010900000,0.017500000,0.002800000
0.010085714,-0.005600000,0.008500000,-0.019500000
0.023769014,0.020100000,-0.003000000,0.000200000
-0.038346575,-0.024500000,-0.001800000,0.001600000
0.001673759,0.001400000,0.014600000,0.023400000
0.025619182,0.057600000,0.022600000,0.029800000
-0.017298630,-0.039900000,0.042900000,0.048200000
0.009000000,-0.019300000,0.005000000,0.010800000
-0.002428258,-0.013000000,0.010900000,0.010300000
-0.068183562,0.001200000,0.034100000,-0.001100000
-0.046159736,-0.014500000,0.008700000,0.012500000
0.072452599,0.047400000,-0.006600000,0.022000000
0.011425000,-0.017000000,-0.005700000,0.021100000
0.005390210,-0.017800000,-0.027900000,0.015400000
-0.032000831,-0.002700000,-0.004400000,0.014400000
-0.019145014,-0.044200000,0.018100000,0.012800000
0.031127168,0.040400000,0.003600000,0.037100000
0.031362204,0.003300000,-0.003200000,0.013600000
-0.034509690,-0.060100000,0.033000000,0.022300000
-0.047595839,-0.013900000,0.008800000,0.036200000
-0.067618841,0.028700000,0.012300000,0.034000000
0.124429985,0.077400000,-0.034700000,0.003400000
-0.024251847,0.018100000,-0.006100000,0.046100000
-0.009584100,-0.016200000,0.005600000,0.017400000
0.086836975,0.051100000,-0.011200000,0.002800000
0.044500000,0.036900000,-0.004900000,0.050800000
-0.057482051,-0.013100000,0.019100000,-0.004000000
-0.053132046,-0.117800000,0.014100000,-0.099500000
0.024039136,0.026800000,-0.022300000,0.031300000
0.099529843,0.009900000,-0.020900000,0.012600000
0.026578960,0.041800000,0.021500000,0.036800000
-0.024442857,-0.034100000,0.011800000,0.004400000
0.044225581,0.057500000,-0.006200000,0.031800000
-0.012419890,0.000500000,0.011200000,0.021700000
-0.030397558,-0.021800000,0.014800000,0.002500000
-0.042152213,0.038800000,0.013400000,0.011500000
-0.057053702,0.007300000,0.017900000,0.013000000
0.008369221,0.057000000,-0.015500000,0.020200000
-0.041146715,-0.006900000,-0.008900000,-0.002900000
-0.087945283,-0.081400000,-0.018800000,-0.032900000
0.051575410,0.053700000,-0.032900000,0.027900000
-0.023657014,0.018700000,-0.020100000,0.041700000
0.058579634,0.057600000,0.017800000,0.016800000
-0.072547491,-0.007900000,0.005500000,-0.018100000
-0.133668627,-0.132300000,-0.010400000,-0.066300000
-0.028969048,0.039700000,0.010600000,0.010500000
0.017618608,0.052000000,0.003600000,0.020800000
0.054371976,0.031600000,-0.008600000,0.016900000
0.105965647,0.064100000,-0.061500000,0.042600000
0.009870338,0.017200000,-0.027500000,0.039800000
-0.028435961,0.022000000,-0.046600000,0.009200000
0.029493711,0.010600000,-0.028000000,0.025200000
0.026719613,0.095300000,-0.084600000,-0.033400000
-0.016604673,-0.047500000,0.026800000,-0.003300000
-0.061982649,-0.050500000,0.068400000,0.029400000
0.000424845,0.004800000,0.010800000,-0.003400000
-0.041439853,0.034100000,0.006600000,0.035100000
-0.069993955,-0.022100000,0.022900000,0.044000000
0.004564257,0.002100000,-0.004300000,0.020300000
-0.027992754,-0.023700000,0.051400000,-0.008600000
-0.041811765,-0.015500000,-0.006100000,-0.021400000
-0.016932231,-0.069100000,0.047800000,-0.019600000
-0.030380636,-0.076200000,0.052200000,-0.026400000
-0.059987324,0.048100000,-0.042000000,0.022000000
0.064743787,0.035200000,0.018700000,-0.010400000
0.035316506,-0.036800000,0.007900000,0.012100000
0.110577075,-0.034200000,0.031200000,-0.011900000
-0.023334276,-0.060300000,0.060000000,0.004900000
-0.044447551,-0.019900000,0.039000000,-0.001800000
0.064195050,0.032000000,-0.027500000,0.015500000
-0.040519448,-0.038800000,0.018500000,0.005300000
-0.023834875,-0.033500000,0.015400000,-0.003700000
0.071329122,-0.031000000,0.002400000,0.009400000
0.081387764,0.111400000,0.011400000,-0.041800000
0.035758018,0.011700000,0.004100000,0.029600000
0.082421884,0.112700000,-0.037300000,0.023000000
0.087478179,0.045600000,-0.019100000,0.047800000
0.106243116,0.007800000,0.000400000,-0.001800000
0.020507407,0.035000000,-0.009100000,0.026900000
0.003893727,0.024000000,0.007200000,0.032600000
0.021537259,0.028400000,0.020600000,0.017900000
0.142900000,0.067100000,0.005700000,0.004800000
-0.048566667,0.006300000,-0.014700000,0.061500000
0.074585444,0.031100000,-0.038600000,0.009600000
-0.006234499,-0.039000000,0.056300000,0.015300000
-0.007017928,-0.004100000,0.054900000,-0.043300000
0.054063758,0.008500000,0.010400000,0.005700000
-0.008695890,-0.035600000,0.049800000,-0.036000000
-0.073922655,0.022600000,-0.006900000,0.019800000
0.032088595,-0.017800000,0.016900000,-0.002800000
-0.072079638,-0.020600000,0.075800000,-0.004100000
-0.033097582,-0.046200000,0.033400000,-0.016600000
0.025598821,0.006100000,0.005000000,0.001200000
-0.009301923,-0.005600000,0.013100000,-0.011300000
-0.052926354,-0.060100000,0.002300000,0.000500000
-0.025773472,0.015900000,-0.025700000,-0.002500000
0.038013094,-0.028800000,0.002800000,-0.023200000
0.120534356,0.104400000,-0.017700000,-0.002100000
-0.004795652,-0.008200000,0.053300000,0.002600000
0.001911207,-0.010100000,0.005000000,-0.012100000
-0.030306956,-0.018000000,0.040000000,-0.006600000
0.005100548,0.017300000,-0.001000000,-0.005600000
0.100700866,0.079200000,-0.053400000,0.032500000
-0.015090954,0.011100000,-0.001400000,0.008100000
-0.058519842,-0.007900000,0.040100000,-0.010900000
-0.010845833,-0.009400000,0.036900000,0.001500000
0.019014219,0.049200000,-0.008900000,-0.022900000
-0.043216616,0.011600000,0.004400000,0.005000000
0.055240678,-0.006500000,-0.016400000,0.028400000
-0.033444112,-0.010300000,0.021700000,-0.003600000
-0.027560575,-0.045800000,0.012100000,-0.016200000
0.041768625,0.037900000,0.006800000,-0.015600000
0.078985085,0.063100000,-0.028800000,0.001700000
0.106046125,0.036600000,-0.014600000,-0.004100000
-0.031304809,0.004200000,0.005200000,0.011600000
-0.002321277,0.067200000,-0.006400000,-0.005100000
-0.001757319,0.047900000,-0.004800000,-0.005400000
0.026063202,-0.013100000,-0.029100000,0.027700000
-0.022515731,0.045900000,-0.001100000,-0.012300000
-0.043565304,0.009000000,0.013700000,-0.008900000
-0.101036947,-0.064900000,0.047300000,-0.034400000
0.051515108,0.061600000,0.035200000,-0.041800000
-0.034926885,-0.083500000,0.032300000,0.023200000
-0.085630445,0.044700000,-0.013900000,-0.025600000
0.033306932,0.011200000,-0.001400000,-0.019600000
-0.060919656,-0.031300000,0.002900000,0.000700000
0.068678709,0.124300000,-0.031000000,-0.017100000
0.088373459,0.043600000,-0.059000000,0.034300000
0.071232504,0.019000000,0.016300000,0.003900000
0.062459265,-0.021400000,-0.002300000,-0.016800000
0.002002708,0.001300000,0.002300000,-0.004600000
0.010969231,0.038900000,0.011500000,-0.021000000
-0.014066111,0.039600000,0.007700000,-0.006300000
0.048434557,0.032400000,-0.010200000,-0.008100000
-0.109037205,-0.025300000,0.003000000,0.005600000
-0.193677341,-0.231400000,0.041900000,-0.083800000
-0.090825349,-0.075800000,0.031300000,0.026100000
0.038746255,0.066400000,-0.043700000,0.001600000
-0.030167960,0.042000000,0.051300000,-0.006900000
0.052003774,0.047100000,-0.016200000,0.033500000
-0.088583673,-0.021000000,0.007800000,0.061900000
0.048881894,0.006400000,0.016700000,0.009600000
-0.002984717,-0.004700000,0.022300000,-0.026700000
0.127026121,0.046600000,-0.012200000,0.020100000
-0.017687413,-0.012400000,0.022900000,-0.001800000
-0.111188008,-0.033900000,0.021000000,0.001100000
0.028100792,0.031000000,-0.007400000,-0.013000000
0.057165306,0.011500000,0.016100000,-0.029800000
-0.030652015,-0.022100000,0.012800000,-0.017600000
0.022243307,0.014800000,-0.015800000,0.019200000
0.066270335,0.060600000,0.004900000,-0.022000000
-0.068153571,-0.022500000,0.008800000,0.027700000
-0.108556259,0.014800000,0.004800000,0.007400000
0.039404928,0.041500000,-0.013700000,-0.005300000
-0.036775380,0.031400000,-0.008400000,-0.000500000
0.013244288,-0.012000000,0.021800000,-0.009900000
0.021118609,0.070100000,-0.026900000,-0.040300000
0.021938637,0.014700000,0.005900000,0.005500000
-0.073649758,-0.008000000,-0.012600000,0.003500000
-0.089140756,-0.036100000,-0.010400000,-0.031900000
-0.021572686,0.010900000,-0.011200000,-0.012300000
-0.041609737,0.012200000,0.003400000,-0.023100000
0.041805938,-0.075800000,0.008300000,-0.012500000
0.060626531,0.009200000,0.006700000,0.011100000
0.015396917,0.017700000,-0.028900000,0.015100000
0.020155151,-0.035200000,-0.024100000,-0.004500000
0.106675177,0.082100000,-0.036500000,-0.024800000
-0.027228116,-0.010500000,-0.021700000,0.013900000
-0.057915242,-0.016200000,-0.000700000,-0.032000000
-0.082505975,-0.098500000,0.014800000,-0.035300000
0.037985162,-0.059800000,0.006600000,-0.036500000
-0.014921827,-0.019300000,0.002500000,-0.055400000
0.083348106,0.060000000,-0.029200000,0.002600000
-0.011639098,0.023500000,-0.015100000,0.007700000
0.116728166,0.043900000,-0.016800000,0.038100000
0.020895029,0.071000000,-0.006000000,0.039000000
-0.120211088,0.024500000,-0.011800000,0.039200000
-0.100515978,-0.002000000,0.014000000,0.005700000
0.037394456,0.036000000,-0.006000000,-0.003500000
-0.088929064,-0.048200000,0.012300000,0.000800000
0.037618837,0.041900000,-0.012500000,-0.008600000
-0.036091998,0.022200000,-0.007600000,0.016100000
0.065229424,-0.015600000,-0.010300000,0.016800000
-0.056018635,0.013600000,-0.004100000,0.008200000
-0.050668261,-0.041200000,-0.017800000,-0.005600000
-0.041837486,0.103000000,-0.039200000,-0.023500000
0.008061318,-0.004600000,0.046000000,0.084500000
-0.024896317,0.010600000,0.063500000,0.008100000
-0.042218076,-0.027100000,0.036800000,-0.011200000
0.083599277,0.010200000,0.043500000,-0.060500000
0.010511148,0.003600000,0.011800000,0.004200000
0.075070389,-0.022500000,0.033000000,-0.030600000
-0.035079695,0.036800000,-0.005500000,-0.003900000
-0.076013739,-0.023400000,-0.010300000,-0.000700000
-0.070511715,0.009800000,-0.002000000,0.005700000
-0.174127565,0.008700000,-0.020000000,0.020800000
0.036556305,0.037900000,-0.015500000,0.035800000
-0.264620748,0.015000000,0.025200000,0.016400000
0.020644551,0.010300000,0.058100000,0.020000000
0.064155140,0.003200000,0.064800000,-0.033500000
-0.066478966,0.022600000,0.013100000,0.003200000
-0.046407491,-0.027800000,0.027200000,-0.006200000
0.093784329,0.027400000,-0.034300000,0.020100000
-0.065949508,0.002900000,0.025900000,-0.003100000
-0.101636641,-0.003200000,0.032400000,0.009600000
0.031398305,0.037000000,-0.003600000,0.002800000
-0.084567213,-0.002000000,-0.004100000,0.031100000
0.093782143,0.015900000,-0.016200000,0.014500000
0.174689409,-0.020100000,-0.004000000,-0.015100000
0.046142907,0.017200000,0.006000000,0.012500000
-0.002500000,0.029000000,0.021000000,0.000900000
-0.062331023,-0.026300000,-0.013900000,0.027100000
0.030662599,-0.048500000,0.013000000,-0.008900000
0.049976296,0.006800000,0.016800000,-0.008500000
0.096880710,0.006200000,0.001200000,-0.020200000
-0.070598166,-0.031000000,0.017500000,-0.004600000
0.050701180,0.027800000,0.009500000,-0.017900000
0.107577072,0.038900000,-0.035000000,0.014300000
0.012429032,-0.022100000,-0.017800000,0.027100000
0.066305820,0.010700000,-0.023500000,-0.021800000
-0.050671570,-0.040900000,-0.000600000,-0.001700000
0.034510506,0.008200000,0.002100000,0.000300000
-0.022926592,0.016200000,0.017300000,-0.029400000
0.043073791,0.035600000,0.003800000,-0.003100000
0.086530012,0.022400000,-0.020500000,-0.003100000
0.148161247,0.020600000,0.017500000,-0.003700000
-0.019892754,0.028600000,0.019400000,-0.022000000
0.027162745,0.026500000,-0.029700000,0.030600000
0.129941805,0.036300000,-0.022100000,0.021700000
-0.053276214,0.004600000,0.018500000,0.018300000
-0.090127465,0.032100000,-0.009200000,-0.020100000
0.024669283,-0.016000000,-0.000700000,-0.039600000
-0.008409542,0.038500000,0.003700000,-0.008600000
-0.059385674,0.010300000,0.013300000,0.004200000
0.183479434,0.023800000,0.003300000,-0.024600000
0.128680510,0.012400000,-0.021800000,0.020600000
-0.096588331,0.007000000,0.012800000,0.012900000
-0.035939031,0.020900000,-0.039600000,0.048900000
-0.010502521,0.022600000,-0.013600000,0.032300000
-0.076304440,-0.012300000,0.019500000,-0.036600000
0.081188241,-0.058300000,0.043900000,-0.035700000
0.063070445,0.028400000,-0.005900000,0.023100000
0.084112982,0.048600000,-0.038000000,-0.007900000
0.032301626,0.009400000,0.048600000,-0.041000000
0.234393724,0.061400000,0.002100000,-0.035400000
-0.053868018,-0.016000000,0.009400000,0.031300000
0.031034498,0.048900000,-0.023200000,-0.014900000
-0.085398427,-0.005000000,0.047600000,-0.025300000
-0.049754545,-0.049100000,0.038900000,-0.003300000
0.165302087,0.038000000,-0.010200000,-0.051400000
0.072902566,0.066700000,-0.043700000,0.048000000
0.039767012,0.040400000,0.007000000,0.015200000
0.167284428,0.072200000,-0.004200000,-0.024400000
-0.043676720,-0.040400000,0.010300000,0.074800000
0.041214808,0.054000000,-0.002800000,0.026800000
-0.075011380,-0.038700000,0.023300000,-0.008600000
0.109958018,0.026600000,0.010100000,-0.049900000
-0.049393769,0.013000000,0.038200000,-0.023300000
-0.060352856,0.000200000,-0.018000000,-0.010100000
0.055932919,0.069300000,-0.007200000,0.002400000
-0.009438986,0.047400000,0.016300000,-0.011800000
0.111381234,0.006600000,0.003300000,0.004300000
0.011937020,-0.029800000,0.043400000,-0.035700000
-0.026969023,0.027900000,-0.018500000,-0.032100000
0.149965184,-0.027300000,-0.011500000,-0.049200000
-0.152808213,-0.162000000,0.051500000,-0.057100000
0.136344882,0.059200000,-0.038900000,-0.001700000
0.152424569,0.071200000,-0.026700000,-0.032100000
0.110516005,0.058900000,-0.032900000,0.011800000
0.112837619,0.059300000,-0.048800000,-0.003500000
-0.009623184,0.034800000,-0.054500000,0.006800000
-0.075981276,-0.041600000,0.017500000,-0.057500000
0.039852123,0.033600000,-0.028900000,-0.038800000
0.176541986,0.045300000,0.024300000,0.033100000
0.106830395,-0.024100000,0.026400000,0.037000000
0.110231318,0.047000000,-0.042200000,0.033400000
-0.031309611,-0.034400000,0.006100000,0.021600000
-0.011894378,-0.013900000,-0.009200000,-0.012600000
-0.032504322,-0.026800000,-0.031200000,0.033000000
-0.191884319,0.058100000,-0.033200000,-0.067200000
0.046697519,0.033300000,-0.079500000,0.076700000
0.042312988,0.079500000,-0.089800000,0.067900000
0.036443301,-0.043900000,0.002000000,0.044500000
-0.087919590,0.027500000,-0.124000000,0.219600000
0.147276009,0.048900000,0.081200000,-0.167900000
-0.062614132,-0.064100000,0.090500000,-0.075000000
-0.041419266,-0.044000000,0.039300000,-0.049100000
0.016997644,0.047600000,-0.098600000,0.137800000
0.019678331,-0.021900000,0.084100000,-0.027600000
0.172438308,0.070800000,-0.014000000,-0.009700000
-0.152056088,-0.056200000,0.069400000,-0.018000000
-0.130977791,-0.030200000,0.050000000,-0.036500000
-0.054592810,-0.107600000,0.124500000,-0.031600000
-0.095887768,0.015300000,0.062700000,0.015100000
0.312195459,0.034100000,-0.057300000,0.069800000
-0.110909986,-0.103200000,0.138500000,-0.011100000
-0.041676614,-0.074700000,0.063600000,0.006300000
0.193230167,0.080000000,-0.046200000,0.002500000
-0.030977778,0.007400000,0.027800000,0.029500000
0.012366341,-0.020300000,-0.020800000,0.064900000
-0.076060241,-0.021300000,0.054700000,-0.041800000
-0.051763824,-0.062200000,0.033600000,0.021300000
-0.085213379,-0.094300000,0.016100000,-0.064900000
0.176120429,0.025800000,-0.070400000,0.068400000
0.069165346,0.077000000,0.008700000,0.004000000
0.044945766,0.016300000,0.003800000,0.050800000
-0.109473974,-0.017500000,0.035300000,0.011100000
-0.090609194,-0.023000000,0.039400000,-0.016900000
0.058673345,0.043400000,0.010900000,0.043500000
-0.196177284,-0.051100000,0.042300000,0.057800000
-0.039000833,-0.011900000,0.023700000,-0.036900000
-0.106342585,-0.071500000,0.015500000,0.035000000
-0.023705438,-0.082600000,-0.037000000,-0.051100000
0.071672764,0.006600000,0.021500000,-0.021700000
-0.227861273,-0.101400000,0.011300000,0.027300000
0.352406067,0.073600000,-0.065700000,-0.029900000
0.101906956,0.060100000,-0.015200000,0.031600000
-0.109400100,-0.054400000,0.038500000,-0.005400000
0.007944794,-0.024400000,-0.008400000,0.013700000
-0.002146710,-0.016300000,-0.015400000,-0.003500000
0.005241331,0.009300000,-0.017100000,0.008800000
0.081425913,0.081800000,-0.000800000,0.012100000
0.037938660,0.062600000,0.002700000,0.047100000
-0.063883060,0.015300000,0.006400000,0.014700000
-0.015873316,0.022400000,-0.021100000,0.056400000
0.010722500,0.024200000,0.017800000,0.026400000
0.076284701,-0.009900000,0.009900000,0.005600000
0.012345599,0.059600000,0.017500000,0.029100000
0.012899711,0.015900000,0.013900000,0.022200000
0.022828592,0.044700000,0.027600000,-0.028700000
0.070057453,0.022400000,0.016600000,0.026000000
-0.026599350,0.014900000,0.003700000,-0.012000000
-0.049170493,-0.011600000,-0.000100000,0.018500000
-0.040767278,-0.025000000,-0.016900000,-0.025300000
0.006216799,0.013500000,-0.003100000,-0.001200000
-0.005757079,0.020800000,0.017200000,0.022500000
-0.013272175,-0.038700000,0.044200000,-0.038200000
-0.026441370,0.001600000,0.011300000,-0.015600000
0.011395267,0.019500000,0.004000000,0.028200000
0.045646447,0.016700000,-0.009500000,0.004900000
0.050542396,0.046700000,0.019600000,0.041100000
0.044471995,0.033600000,-0.003500000,0.001800000
-0.053975284,-0.028200000,0.025200000,-0.016700000
-0.008680050,0.021100000,0.028500000,-0.007600000
-0.015095975,-0.019000000,0.017100000,-0.013700000
-0.166280844,-0.027300000,-0.004900000,-0.039500000
-0.010625289,0.035500000,-0.011600000,0.030100000
-0.020152123,0.009200000,0.028400000,0.025800000
0.122403206,0.040900000,-0.004700000,0.027700000
-0.034683420,-0.008900000,0.014400000,-0.008800000
-0.007893430,0.007700000,0.012200000,-0.006400000
0.018034284,-0.023500000,-0.007400000,-0.010500000
0.085268482,0.037300000,-0.017500000,0.009800000
-0.078568521,0.000300000,0.005100000,-0.004700000
-0.014428259,0.036600000,0.011800000,0.053200000
-0.014059041,-0.005000000,-0.007600000,-0.003100000
0.024154421,0.015400000,0.000400000,0.035100000
-0.005133938,0.009400000,0.030700000,-0.012200000
-0.030417014,-0.035300000,0.027500000,-0.030000000
-0.042648613,-0.004400000,0.015100000,-0.004700000
0.003794339,-0.005900000,0.032500000,-0.039000000
0.045867843,0.020900000,-0.016600000,0.008000000
0.007917056,0.015400000,-0.004900000,-0.012100000
0.122687538,0.033000000,0.004900000,0.016800000
-0.005446459,0.019500000,0.003900000,0.007000000
0.052954845,0.006800000,0.025600000,-0.009300000
0.016209704,0.015000000,0.000000000,0.000200000
-0.063644342,-0.017800000,0.003200000,0.013800000
0.009907406,0.008600000,0.003100000,-0.002000000
0.079981205,0.035500000,-0.010800000,-0.020600000
0.042894202,0.034800000,-0.002300000,-0.000500000
-0.016727096,-0.018800000,-0.010700000,0.006900000
0.047367841,-0.035800000,-0.030100000,-0.027400000
0.054111494,0.007400000,-0.024200000,-0.000900000
0.006263164,0.037700000,-0.021000000,-0.024700000
-0.017393096,0.022600000,-0.019700000,0.000700000
-0.094406043,-0.052700000,-0.008800000,-0.027200000
0.025066914,-0.007000000,-0.000200000,0.000600000
-0.011327549,-0.064400000,0.031300000,-0.007600000
0.065814738,-0.023300000,0.000400000,-0.006700000
0.009547076,-0.012200000,0.002600000,0.008700000
0.046613907,0.049500000,0.000800000,-0.016000000
0.074942336,0.022100000,-0.003000000,0.028000000
-0.085893930,-0.080300000,-0.009300000,0.009100000
0.078210769,-0.014700000,0.035700000,0.038900000
-0.046324771,0.009800000,0.016500000,0.036600000
-0.040658387,-0.099600000,0.043700000,-0.002000000
